negatives
"('Q06413', 'Q14135')"
"('Q13115', 'Q14194')"
"('Q99714', 'Q8NBK3')"
"('P40429', 'P61513')"
"('Q99962', 'Q15560')"
"('Q9UL18', 'P53621')"
"('O95166', 'O95210')"
"('P43034', 'Q15046')"
"('P01106', 'Q96PK6')"
"('P42345', 'Q8N122')"
"('Q8IYB3', 'Q14683')"
"('Q07092', 'P02462')"
"('Q9H204', 'O43586')"
"('P63218', 'P63096')"
"('Q9Y3C7', 'P63146')"
"('O75438', 'O00483')"
"('P35968', 'Q9H201')"
"('Q86TJ2', 'Q9H0E3')"
"('Q9Y570', 'P62714')"
"('P39023', 'P32969')"
"('P12956', 'P41220')"
"('Q13129', 'P30793')"
"('Q13643', 'P56545')"
"('Q30154', 'P01730')"
"('P22612', 'Q03060')"
"('O14732', 'Q92956')"
"('P60709', 'Q14247')"
"('Q15744', 'P13727')"
"('Q9P227', 'Q96L33')"
"('P04844', 'P62330')"
"('Q8WV28', 'P16885')"
"('Q99877', 'O43463')"
"('Q13573', 'P62750')"
"('P83881', 'P61927')"
"('Q9Y478', '51639')"
"('P35222', 'P20290')"
"('P23508', 'Q13347')"
"('Q15555', 'Q9GZT8')"
"('P61978', 'Q08211')"
"('P17302', 'Q9H4B7')"
"('O14936', 'P04156')"
"('O15258', 'Q16891')"
"('Q99616', 'P32248')"
"('O00217', 'O75438')"
"('Q9HAU5', 'Q96B26')"
"('Q9HAV5', 'Q9Y4K3')"
"('Q9UBK2', 'P37231')"
"('O60258', 'P17948')"
"('P51668', 'Q9P0P0')"
"('Q13007', 'P17181')"
"('Q8WXK3', 'Q05193')"
"('P00519', 'Q9UHL9')"
"('O14979', 'P18206')"
"('P54709', 'O00168')"
"('Q8IUE6', 'Q7Z2G1')"
"('Q9H0Y0', 'P49368')"
"('O95400', 'Q16629')"
"('Q9Y490', 'Q9UKX5')"
"('P51124', 'Q13177')"
"('P08581', 'P23467')"
"('Q9UHV9', 'P56537')"
"('P34969', 'P50150')"
"('O00159', 'Q9Y572')"
"('O75400', 'O60885')"
"('P17612', 'Q04206')"
"('O43609', 'P57678')"
"('P35080', 'P47736')"
"('Q6VMQ6', 'Q96CS7')"
"('Q15714', 'Q9Y2V2')"
"('P17535', 'P20702')"
"('Q9UM11', 'Q9BS18')"
"('Q96T58', 'P53350')"
"('Q10570', 'Q15366')"
"('Q96B97', 'Q13153')"
"('P51955', 'Q13042')"
"('O95267', 'Q68DD2')"
"('Q16539', 'P18846')"
"('P62987', 'P04626')"
"('B5ME19', 'O60739')"
"('Q13217', 'P19525')"
"('O15379', 'Q16777')"
"('P40313', 'Q9UK53')"
"('Q9UJU2', 'Q7Z6K4')"
"('P56747', 'P56746')"
"('P63244', 'O43521')"
"('Q9UM73', 'P21246')"
"('P63104', 'Q06413')"
"('Q9P212', 'Q9UQM7')"
"('P16885', 'P17252')"
"('O95178', 'O95298')"
"('Q9Y478', 'Q96QK1')"
"('O75503', 'P05787')"
"('O60739', 'P84090')"
"('Q96RT1', 'Q13485')"
"('P04626', 'P46109')"
"('Q9NP66', 'Q13485')"
"('P51671', 'P49682')"
"('Q9UMS4', 'Q13573')"
"('P27986', 'P43626')"
"('P28221', 'P28222')"
"('O75367', 'Q13547')"
"('Q15154', 'Q8WYH8')"
"('Q9BVJ7', 'Q8WXK3')"
"('P35626', 'O95222')"
"('Q08170', 'Q9HAU4')"
"('Q96JH8', 'O15519')"
"('P63104', 'Q16658')"
"('P54619', 'P01303')"
"('P78396', 'Q14697')"
"('P51946', 'P10276')"
"('Q9Y5S9', 'Q9H0W8')"
"('Q9NZ81', 'O43292')"
"('Q8IW41', 'Q16659')"
"('Q9UI09', 'Q9NX14')"
"('P43364', 'Q8N131')"
"('Q06323', 'P61289')"
"('Q7Z570', 'P54253')"
"('P02768', 'P07288')"
"('Q13263', 'Q15596')"
"('Q07889', 'P61587')"
"('Q12962', 'Q15543')"
"('P22612', 'Q9NZT1')"
"('P23921', 'Q9UKE5')"
"('Q13547', 'Q7L7L0')"
"('Q07325', 'P32248')"
"('P21246', 'Q8TF65')"
"('O43678', 'O75438')"
"('Q92973', 'P62993')"
"('Q9NTK1', 'Q96PU8')"
"('P29350', 'P18146')"
"('Q12889', 'O43374')"
"('Q96FV9', 'Q13123')"
"('Q12841', 'Q92624')"
"('P24723', 'P10398')"
"('P13747', 'P26717')"
"('Q13077', 'Q9Y6K9')"
"('Q9NYJ8', 'O95816')"
"('P18146', 'Q9H845')"
"('P04899', 'Q13698')"
"('P28482', 'Q9Y5K3')"
"('Q9H1K0', 'Q96EV8')"
"('O75478', 'Q16594')"
"('O00221', 'P07900')"
"('P61952', 'Q15759')"
"('Q9ULW0', 'P62993')"
"('P50914', 'P49207')"
"('P63104', 'Q00839')"
"('Q9Y4K3', 'Q96CV9')"
"('P51149', 'P27449')"
"('P62841', 'Q9HAU5')"
"('P35228', 'Q9NZT1')"
"('P78527', 'P22415')"
"('Q9HAW4', 'Q9UNS1')"
"('Q06124', 'P34932')"
"('P26641', 'P29074')"
"('P21246', 'P02792')"
"('Q92900', 'Q99459')"
"('P10276', 'Q13569')"
"('Q93079', 'Q9BY41')"
"('P12109', 'P56199')"
"('Q9BXP5', 'P08670')"
"('P05386', 'P39023')"
"('Q9NRG4', 'Q9H171')"
"('Q15796', 'P30260')"
"('P62633', 'P23508')"
"('O95149', 'P09104')"
"('P63218', 'Q8NFM4')"
"('P16520', 'P08754')"
"('Q9BUV8', 'Q9H223')"
"('Q9HCT0', 'Q02763')"
"('P15884', 'Q8WTT0')"
"('P02768', 'P02751')"
"('Q8N163', 'Q00005')"
"('O14933', 'Q6ZMZ0')"
"('Q9BZL1', 'Q9BRX9')"
"('O75925', 'Q07325')"
"('P08253', 'Q96GW7')"
"('P13489', 'P10153')"
"('P80162', 'P51677')"
"('Q9P0W0', 'Q9HC73')"
"('Q969G3', 'Q68CP9')"
"('Q96JB5', 'P40616')"
"('Q00005', 'P22392')"
"('P40939', 'Q14197')"
"('Q9P1Z2', 'Q7Z2E3')"
"('P32121', 'Q8NG76')"
"('Q96B02', 'Q8WVD3')"
"('Q13444', 'Q15645')"
"('Q9Y678', 'Q9Y5V3')"
"('P42574', 'Q9UBF6')"
"('P01242', 'P16871')"
"('P50991', 'Q66LE6')"
"('P08754', 'Q99759')"
"('P09525', 'P19838')"
"('P62244', 'P62841')"
"('P05013', 'O60674')"
"('Q92796', 'Q9BQ90')"
"('Q14019', 'P16871')"
"('Q15303', 'Q16611')"
"('Q04695', 'P00533')"
"('Q13489', 'Q99558')"
"('O95433', 'P50570')"
"('P41182', 'Q15306')"
"('O43809', 'P40337')"
"('P46779', 'P62945')"
"('Q9UJY4', 'Q7Z3U7')"
"('Q9UKE5', 'P24666')"
"('Q06124', 'Q16695')"
"('Q9NWZ3', 'P62380')"
"('P22694', 'Q12791')"
"('Q9H444', 'Q8WUX9')"
"('Q9NZ42', 'P49810')"
"('P83881', 'P62906')"
"('Q9Y3M8', 'P52198')"
"('P16333', 'O15360')"
"('O15524', 'P40238')"
"('O15320', 'P00519')"
"('O00401', 'P18206')"
"('P31946', 'O14974')"
"('P01589', 'Q13424')"
"('Q01362', 'Q13547')"
"('Q9UDY2', 'P63104')"
"('P30041', 'P16871')"
"('Q15645', 'Q9UHY7')"
"('P35462', 'O14775')"
"('Q99459', 'Q96B70')"
"('O15379', 'Q9Y4E8')"
"('P06454', 'Q92769')"
"('Q13424', 'P11766')"
"('P02768', 'Q9Y259')"
"('P15880', 'P25398')"
"('Q9BY11', 'Q53SF7')"
"('Q9Y4G6', 'P08648')"
"('Q9P0U4', 'O15047')"
"('Q9UQM7', 'Q02930')"
"('Q8N1C3', 'Q15111')"
"('Q9Y4K3', 'O60573')"
"('Q9UHY7', 'P63165')"
"('A6NIT4', 'P26951')"
"('Q99708', 'P06400')"
"('Q9UM73', 'Q9UQ80')"
"('Q86TJ2', 'Q9Y4A5')"
"('O14874', 'P12980')"
"('P08069', 'O14654')"
"('Q15834', 'P51116')"
"('P67775', 'O96017')"
"('O00418', 'P13639')"
"('P25054', 'P08727')"
"('Q8IWX8', 'O43290')"
"('P17948', 'Q9H201')"
"('Q9NV70', 'Q9NRI5')"
"('P08575', 'P22681')"
"('P27361', 'P16118')"
"('Q9Y5I7', 'Q8N7P3')"
"('P31689', 'Q12809')"
"('Q9NP59', 'P81172')"
"('P19012', 'P17509')"
"('Q9UER7', 'Q99816')"
"('Q96CS2', 'P25205')"
"('Q16566', 'P28482')"
"('P63279', 'O14503')"
"('P78371', 'Q15257')"
"('P01137', 'Q09472')"
"('P25391', 'P16144')"
"('P04637', 'P13693')"
"('Q05516', 'P55957')"
"('P10914', 'P29350')"
"('Q9H1D9', 'O76061')"
"('Q96Q83', 'P62805')"
"('P03923', 'Q9UI09')"
"('P42166', 'P01106')"
"('P07737', 'P50552')"
"('Q13315', 'Q07864')"
"('P05129', 'Q9UP65')"
"('P09382', 'P16150')"
"('P52798', 'P11362')"
"('Q86Y56', 'Q96T60')"
"('P63215', 'O60840')"
"('P0C1H6', 'P20671')"
"('Q99750', 'P55055')"
"('Q13616', 'Q9UBF6')"
"('P13805', 'Q8WU90')"
"('Q00403', '26765')"
"('P62993', 'Q8NFW9')"
"('O43290', 'Q15287')"
"('P17568', 'O95182')"
"('Q9P2M7', 'Q96A32')"
"('Q969G3', 'Q12824')"
"('P98175', 'P26368')"
"('Q13526', 'Q96Q89')"
"('Q13107', 'Q9Y4K3')"
"('Q9H237', 'Q93098')"
"('Q16836', 'Q9Y4K3')"
"('P00533', 'O43639')"
"('Q8N7P3', 'Q8NI35')"
"('O15504', 'O75694')"
"('P11532', 'P63261')"
"('Q5VYV7', 'Q8WXH0')"
"('Q8NGL4', 'P38405')"
"('Q8NHQ1', 'Q9UBS4')"
"('P28907', 'P01730')"
"('P16104', 'O75529')"
"('P01135', 'Q969F2')"
"('P16333', 'Q96AC6')"
"('P40763', 'P17948')"
"('Q9BTT4', 'O00571')"
"('P23508', 'Q6P1L8')"
"('Q92552', 'P82914')"
"('P42338', 'P60953')"
"('Q3V6T2', 'P08754')"
"('P34903', 'P60520')"
"('Q13472', 'Q9BSI4')"
"('P22694', 'P48051')"
"('P58012', 'O95835')"
"('Q12913', 'O60674')"
"('P33993', 'O75365')"
"('P32927', 'P35968')"
"('P63098', 'P30260')"
"('Q13432', 'P60953')"
"('O95084', 'Q15118')"
"('Q8NHJ6', 'O75015')"
"('P12109', 'P18564')"
"('P13236', 'P61073')"
"('P53990', 'Q9Y6W3')"
"('P47898', 'P63092')"
"('P11142', 'Q99966')"
"('Q13573', 'Q12792')"
"('P29460', 'Q99665')"
"('Q8WYR1', 'P01116')"
"('P17612', 'Q16629')"
"('P35606', 'P23508')"
"('Q8TB24', 'P06241')"
"('P31751', 'Q15653')"
"('Q08117', 'Q9Y3C7')"
"('P00491', 'P11171')"
"('Q13263', 'Q9Y230')"
"('P18146', 'Q9UII4')"
"('P38646', 'Q99759')"
"('O95405', 'P84022')"
"('Q8TC92', 'P49888')"
"('Q15583', 'P29590')"
"('Q16514', 'Q16531')"
"('P15311', 'P05362')"
"('Q8NGY9', 'P38405')"
"('Q96M61', 'O94972')"
"('P63279', 'Q8N5U6')"
"('Q99567', 'Q9BW27')"
"('P63000', 'Q8WYR1')"
"('P25490', 'Q96EZ8')"
"('O60341', 'Q9BTC8')"
"('P22392', 'O00264')"
"('P00519', 'Q06124')"
"('Q8N6Y0', 'Q96HB5')"
"('Q9UKB1', 'Q15628')"
"('Q12834', 'O95067')"
"('Q92542', 'Q14118')"
"('Q99879', 'Q9BY41')"
"('P05112', 'Q09472')"
"('Q07021', 'O15162')"
"('Q92618', 'Q9H171')"
"('Q93062', 'Q13526')"
"('Q13557', 'O43889')"
"('P04637', 'P40692')"
"('P49841', 'Q9P0R6')"
"('Q9UQL6', 'P41182')"
"('Q99759', 'Q9BZF9')"
"('Q8WYR1', 'P42681')"
"('Q9BXA6', 'P08238')"
"('P42226', 'Q9Y6Q9')"
"('P60568', 'P05412')"
"('Q9Y5V3', 'Q16795')"
"('Q96FC9', 'O95251')"
"('Q13114', 'P42336')"
"('P98177', 'Q13526')"
"('Q9UHI6', 'Q9NWZ8')"
"('P20618', 'P28062')"
"('P57739', 'C9JDP6')"
"('Q13573', 'O96013')"
"('Q9BUJ2', 'Q9UBU9')"
"('Q6P5Z2', 'P19838')"
"('P21802', 'Q8WYR1')"
"('P05387', 'P62829')"
"('Q9H0E2', 'Q96S55')"
"('P36873', 'P19525')"
"('P40337', 'P31949')"
"('P49023', 'Q14161')"
"('Q99828', 'Q12933')"
"('P04637', 'P61224')"
"('Q5JWF2', 'Q86XP0')"
"('P05771', 'P62879')"
"('P27986', 'O43150')"
"('Q96A00', 'P04156')"
"('P40429', 'Q9UNX3')"
"('P55211', 'P07948')"
"('Q8NHQ1', 'P14555')"
"('Q99459', 'P33991')"
"('Q9NR33', 'Q9NRF9')"
"('A5PKW4', 'P0CG48')"
"('P53618', 'P17693')"
"('P17542', 'P19838')"
"('O00459', 'P62316')"
"('Q13368', 'P40925')"
"('Q9BYM8', 'Q5VVX9')"
"('P82094', 'P53350')"
"('Q15653', 'P42704')"
"('P30622', 'O14777')"
"('Q8NGL7', 'P38405')"
"('P52292', 'P38398')"
"('Q13191', 'P15498')"
"('P19105', 'P19838')"
"('Q15427', 'Q15029')"
"('P04637', 'P19447')"
"('P08962', 'P05556')"
"('Q01638', 'Q9NWZ3')"
"('Q8NEY8', 'Q07817')"
"('Q13315', 'O95391')"
"('Q05516', 'P05231')"
"('P30480', 'O95831')"
"('O00585', 'Q16270')"
"('Q13888', 'Q13889')"
"('Q96B33', 'O75508')"
"('P21731', 'P50148')"
"('P80098', 'P41597')"
"('P61956', 'Q96HD1')"
"('O95622', 'P51817')"
"('O15550', 'P06400')"
"('P13569', 'P10809')"
"('Q9UNN5', 'P68400')"
"('P40424', 'P09016')"
"('P41279', 'O96019')"
"('Q13573', 'Q92878')"
"('P08123', 'P03956')"
"('P62834', 'Q15139')"
"('Q01094', 'Q96T88')"
"('P28702', 'Q03181')"
"('P21926', 'P50454')"
"('Q15654', 'Q14990')"
"('P01106', 'Q16549')"
"('Q5VVX9', 'Q86YT6')"
"('P55957', 'Q07817')"
"('P40337', 'O95340')"
"('Q13243', 'P07910')"
"('P15529', 'P01024')"
"('Q9P1Z2', 'P19012')"
"('Q12962', 'Q16514')"
"('P17301', 'P05556')"
"('Q9Y371', 'P22681')"
"('Q9H1C4', 'Q9Y285')"
"('P78527', 'O95409')"
"('O75044', 'Q9H4E5')"
"('Q9BRR9', 'P08134')"
"('Q8WU39', 'Q16659')"
"('P27540', 'P11169')"
"('P10914', 'P42226')"
"('Q9UKX5', 'Q9Y490')"
"('Q13362', 'Q96Q15')"
"('P07437', 'O14920')"
"('O00206', 'Q8IUC6')"
"('Q7Z699', 'P38936')"
"('P32121', 'Q9NZP0')"
"('Q9GZQ8', 'Q15139')"
"('Q9UPT9', 'Q12962')"
"('P32322', 'O75956')"
"('P36952', 'Q8IY92')"
"('P33552', 'Q13309')"
"('Q13724', 'P05060')"
"('P29597', 'Q14765')"
"('P06241', 'P16150')"
"('P30480', 'Q3ZAQ7')"
"('P00734', 'P25116')"
"('P62829', 'P62987')"
"('Q8TEW0', 'Q9NQ66')"
"('P16104', 'Q92831')"
"('P61019', 'P11171')"
"('P10599', 'Q53HC9')"
"('P62136', 'Q13547')"
"('Q13535', 'P42285')"
"('Q07812', 'Q16611')"
"('Q9BUJ2', 'Q13151')"
"('Q14684', 'P02647')"
"('Q9H9T3', 'Q08945')"
"('O95988', 'Q9Y243')"
"('P62873', 'P35913')"
"('Q9BXS5', 'O75379')"
"('P01889', 'O15144')"
"('P34931', 'Q92844')"
"('P61106', 'P56134')"
"('P35268', 'P40429')"
"('Q00796', 'P01241')"
"('O15444', 'P51677')"
"('O00422', 'Q9UK53')"
"('P63215', 'P04899')"
"('P23246', 'P0CG48')"
"('P43146', 'Q14232')"
"('Q05655', 'Q07021')"
"('Q01094', 'O14727')"
"('P35240', 'Q96NE9')"
"('Q8IUC6', 'Q9UHD2')"
"('P02452', 'Q15582')"
"('Q13426', 'P08670')"
"('P20700', 'P02545')"
"('O75970', 'A6NM45')"
"('Q7L2H7', 'Q9GZN1')"
"('P25963', 'O00411')"
"('P39019', 'P62701')"
"('O00410', 'Q12933')"
"('Q99442', 'P14635')"
"('Q8N6M6', 'P18146')"
"('Q13115', 'P45984')"
"('Q93009', 'O00308')"
"('Q92945', '406883')"
"('Q04917', 'P04049')"
"('Q04206', 'Q969Q1')"
"('O75525', 'P07910')"
"('O95832', 'Q07157')"
"('P01243', 'Q16740')"
"('Q15139', 'P05556')"
"('O60566', 'Q9Y6B7')"
"('P38936', 'Q93063')"
"('Q9Y490', 'P05362')"
"('Q05655', 'Q12933')"
"('Q16659', 'P15056')"
"('P20073', 'Q13509')"
"('O95402', 'Q9H944')"
"('P17081', 'Q9UKI2')"
"('P43403', 'Q8IWV1')"
"('P23508', 'P26639')"
"('P61978', 'P18206')"
"('Q04864', 'P19838')"
"('P51817', 'P10636')"
"('Q8IZD9', 'Q15788')"
"('Q5T6S3', 'P63279')"
"('Q13418', 'P31751')"
"('P21912', 'Q14164')"
"('P62805', 'Q13233')"
"('O14964', 'Q5VTD9')"
"('P20073', 'Q96N67')"
"('Q96NG3', 'O95863')"
"('P62736', 'Q8WZ42')"
"('P45983', 'P40763')"
"('Q9BRP4', 'P04183')"
"('P67809', 'Q2TAY7')"
"('P60709', 'P42704')"
"('P61353', 'P18621')"
"('P05814', 'Q13952')"
"('Q3ZCQ8', 'P63104')"
"('P62807', 'Q15291')"
"('Q14839', 'Q13535')"
"('Q86YR5', 'Q15645')"
"('P22681', 'O43609')"
"('O75914', 'P45985')"
"('Q9UK08', 'O60840')"
"('Q12809', 'Q15669')"
"('P08579', 'Q96DI7')"
"('Q9H0A0', 'Q9NX58')"
"('P09661', 'Q7RTV0')"
"('P56537', 'Q8IZT6')"
"('28881', 'O43521')"
"('Q99961', 'Q9ULV8')"
"('Q6P3X3', 'O00238')"
"('A4D0S4', 'Q13797')"
"('P17152', 'P10809')"
"('P63279', 'Q9NSC2')"
"('O14490', 'Q96FJ2')"
"('Q16772', 'P18146')"
"('Q12962', 'O75478')"
"('P0C0S8', 'O95760')"
"('P63000', 'Q8WUW1')"
"('Q13501', 'P10636')"
"('P35626', 'Q8NH37')"
"('P07437', 'Q9Y4K3')"
"('Q9UN37', 'Q9BY43')"
"('Q8TC92', 'Q8TBB1')"
"('Q08050', 'P49454')"
"('Q9UKV8', 'O43242')"
"('O15372', 'O00303')"
"('O14493', 'P56746')"
"('P19878', 'Q9HBY0')"
"('Q06187', 'O15111')"
"('Q9UMS4', 'Q92733')"
"('P04075', 'P08238')"
"('P05771', 'O14939')"
"('Q92541', 'Q8N7H5')"
"('P38398', 'O60684')"
"('P56385', 'O75947')"
"('Q9UKR5', 'Q13387')"
"('P08631', 'Q13432')"
"('P19105', 'P60660')"
"('P21359', 'P14316')"
"('P11142', 'P11229')"
"('P42226', 'O75159')"
"('P46778', 'P46779')"
"('Q92769', 'Q7L7L0')"
"('P62330', 'Q99418')"
"('O60934', 'P13010')"
"('P62987', 'P25686')"
"('P62906', 'P61513')"
"('P07196', 'Q9NPI1')"
"('Q9NR30', 'A0JLT2')"
"('Q15560', 'Q96DV4')"
"('O60721', 'P18146')"
"('P17813', 'O14908')"
"('Q5T4F7', 'P09544')"
"('Q9NX18', 'Q99570')"
"('O75533', 'Q9BWJ5')"
"('Q02363', 'P15173')"
"('O43921', 'P43629')"
"('Q08050', 'P15692')"
"('P62269', 'Q13573')"
"('P29992', 'Q15147')"
"('Q06830', 'O95163')"
"('Q5T3J3', 'P42330')"
"('P62834', 'Q9P212')"
"('O95990', 'Q9BQ66')"
"('Q99816', 'Q13573')"
"('O15379', 'P25490')"
"('Q05086', 'O15198')"
"('Q9Y2J2', 'Q8IY92')"
"('Q9Y4K3', 'P52907')"
"('O14508', 'P52630')"
"('Q9Y490', 'P56199')"
"('P33778', 'Q6FI13')"
"('Q13283', 'Q04637')"
"('P26992', 'P52333')"
"('P61224', 'P15498')"
"('P45983', 'Q07817')"
"('Q9GZS1', 'Q15653')"
"('P63167', 'Q9C0C7')"
"('Q9H2G2', 'Q15427')"
"('P25098', 'P12931')"
"('P17252', 'P42574')"
"('P16871', 'P62158')"
"('P21918', 'Q03113')"
"('P00519', 'Q99259')"
"('P56945', 'Q15654')"
"('Q14289', 'Q99683')"
"('P24043', 'P16070')"
"('Q16627', 'P32302')"
"('Q8IY92', 'Q15517')"
"('Q13315', 'Q9UGU0')"
"('P60900', 'P49720')"
"('Q15366', 'Q14103')"
"('Q96AG4', 'P30480')"
"('P62857', 'P22090')"
"('Q96A08', 'Q96QV6')"
"('Q99704', 'P12931')"
"('O60894', 'P63092')"
"('P24385', 'Q5XUX0')"
"('P36542', 'P56381')"
"('Q9BZR9', 'O15524')"
"('P62140', 'Q68CJ9')"
"('P06756', 'P17301')"
"('P17301', 'Q13683')"
"('Q16186', 'Q07020')"
"('P21673', 'Q9NUT2')"
"('Q14315', 'P27986')"
"('P07437', 'O43353')"
"('O00231', 'O00232')"
"('P21860', 'P22681')"
"('Q96BN2', 'Q9UPT9')"
"('Q9P0V3', 'O43396')"
"('Q86U86', 'P24522')"
"('P10276', 'Q09472')"
"('Q92922', 'P04637')"
"('Q9ULA0', 'Q9NSB4')"
"('Q15173', 'Q92736')"
"('P63104', 'P16871')"
"('O14929', 'Q16695')"
"('P62993', 'P62266')"
"('P55735', 'Q5JSH3')"
"('P0CG47', 'Q9UNE7')"
"('Q7LG56', 'P62987')"
"('Q14185', 'P16333')"
"('O75582', 'O95865')"
"('Q9H0M0', 'P37173')"
"('P46109', 'P17081')"
"('P08173', 'P63215')"
"('P62745', 'Q92851')"
"('Q7Z6J0', 'P63000')"
"('Q96DZ1', 'P01243')"
"('P50479', 'Q12923')"
"('P02654', 'P02647')"
"('P41227', 'P25786')"
"('Q12996', 'P06748')"
"('Q96AG4', 'P00533')"
"('P03891', 'O95178')"
"('P49763', 'Q02763')"
"('Q14773', 'P20702')"
"('Q9ULC4', 'O15121')"
"('P27540', 'Q9Y2N7')"
"('Q96MT3', 'Q8TAA9')"
"('Q9UJU2', 'Q15561')"
"('O15015', 'Q99750')"
"('Q96I15', 'Q14152')"
"('Q13009', 'Q9HBH0')"
"('Q9Y3B4', 'Q99459')"
"('Q13387', 'Q9H267')"
"('P60709', 'O15145')"
"('P00519', 'P60763')"
"('P26358', 'Q9Y6K1')"
"('P02768', 'Q9UPM8')"
"('Q86TM6', 'Q15059')"
"('P29475', 'Q9NZT1')"
"('Q9ULH1', 'P49023')"
"('Q16625', 'O75508')"
"('O95619', 'Q9UPN9')"
"('Q9H201', 'P21860')"
"('Q15788', 'Q96RI1')"
"('P22681', 'Q9Y4K3')"
"('145781', 'P35998')"
"('P63104', 'P23526')"
"('Q9P2W3', 'P48736')"
"('Q14160', 'Q05086')"
"('P52701', 'Q99459')"
"('574457', 'Q92908')"
"('Q8N2Y8', 'P08240')"
"('P46108', 'Q9ULH1')"
"('Q9Y2V7', 'Q14919')"
"('Q9HBE4', 'P52630')"
"('Q92569', 'Q9H0B6')"
"('Q99750', 'P54259')"
"('Q9Y6K9', 'O75688')"
"('P11142', 'Q07021')"
"('O94979', 'P13805')"
"('P60709', 'P62826')"
"('P62993', 'Q8TB24')"
"('Q9Y264', 'P08138')"
"('Q13573', 'Q96BN8')"
"('P48643', 'P62736')"
"('P46108', 'Q9BYB0')"
"('P80162', 'P14780')"
"('P19474', 'Q9HCK5')"
"('Q8IUQ4', 'Q9Y6H5')"
"('O60739', 'Q15691')"
"('P25963', 'P11142')"
"('P22090', 'P62241')"
"('P40337', 'Q6P1L8')"
"('P16220', 'Q9NQ66')"
"('P23921', 'P01889')"
"('Q9Y2D5', 'P62993')"
"('Q9UK08', 'P04899')"
"('P01889', 'O75534')"
"('P16333', 'Q9ULW0')"
"('Q9Y333', 'O43172')"
"('Q99417', 'Q8TBZ2')"
"('P17252', 'O14610')"
"('Q9UQM7', 'Q9Y698')"
"('P41586', 'P63215')"
"('P21145', 'O00206')"
"('Q14562', 'Q9Y388')"
"('Q96LZ3', 'Q13522')"
"('Q96CW1', 'P20273')"
"('Q6WCQ1', 'Q86UA6')"
"('Q96KQ4', 'Q99459')"
"('Q9UHX1', 'P07237')"
"('Q8IW93', 'Q9Y4D1')"
"('Q04724', 'P04183')"
"('P15498', 'P16333')"
"('Q8HWS3', 'P48380')"
"('Q9UPN9', 'P12757')"
"('P63104', 'P12883')"
"('O00232', 'P01243')"
"('P18146', 'P10275')"
"('P31946', 'P17812')"
"('P00739', 'P68871')"
"('O95400', 'Q13151')"
"('P01891', 'P61769')"
"('406889', 'P05231')"
"('P43365', 'P42229')"
"('P22612', 'P17861')"
"('P84022', 'P30260')"
"('Q9Y4K3', 'P25786')"
"('Q15599', 'Q9HBW0')"
"('P08254', 'P08123')"
"('Q8N5C8', 'O15455')"
"('Q13683', 'P26012')"
"('P16871', 'P10599')"
"('O43674', 'P03923')"
"('Q9Y490', 'P18564')"
"('Q15843', 'P61981')"
"('Q9NRL3', 'Q9Y6E0')"
"('Q12873', 'P22061')"
"('Q9NZQ3', 'P06241')"
"('P14678', 'P67870')"
"('P04156', 'Q9NX24')"
"('O14920', 'Q04771')"
"('P61371', 'Q9UBR4')"
"('P27348', 'P08107')"
"('P05771', 'P22694')"
"('O43390', 'P62993')"
"('P62913', 'P62945')"
"('Q12824', 'P24522')"
"('Q9UM11', 'Q9BPX7')"
"('Q9Y265', 'P63279')"
"('P05113', 'Q99062')"
"('P18146', 'Q9Y5A9')"
"('P63151', 'Q8IZS8')"
"('Q8TAI7', 'P42345')"
"('Q9UBC1', 'Q9H9J2')"
"('Q05516', 'Q96HS1')"
"('Q9P2H0', 'P41220')"
"('Q9ULV0', 'Q04900')"
"('O14936', 'Q12929')"
"('P13647', 'P01857')"
"('O95257', 'Q8IWY9')"
"('P54257', 'P45378')"
"('Q99595', 'Q71U36')"
"('Q06124', 'Q9UKJ0')"
"('P12956', 'Q07812')"
"('Q01094', 'P42773')"
"('Q16821', 'Q16816')"
"('P21860', 'P29353')"
"('P51817', 'P49841')"
"('Q15047', 'P50453')"
"('Q9BV38', 'Q8NC60')"
"('Q9UBN7', 'P04908')"
"('Q99814', 'P08047')"
"('P18440', 'Q13424')"
"('Q14831', 'P50151')"
"('P10721', 'Q06124')"
"('Q13315', 'O14757')"
"('P21506', 'Q13263')"
"('P11171', 'P61604')"
"('P41240', 'P98082')"
"('Q9UM73', 'Q04206')"
"('P31749', 'P10636')"
"('O75469', 'Q12778')"
"('Q9HAV0', 'Q9HBW0')"
"('P01567', 'O60674')"
"('P57078', 'Q13077')"
"('O00445', 'P62820')"
"('Q16520', 'Q16534')"
"('P46108', 'P54753')"
"('P35626', 'Q8NGH7')"
"('O15116', 'O43776')"
"('A6NIT4', 'P16871')"
"('Q9UKV3', 'Q15287')"
"('Q15915', 'P10070')"
"('P02533', 'P02768')"
"('P31150', 'P04183')"
"('Q96MT8', 'P08621')"
"('Q9HCK5', 'P18085')"
"('O75444', 'Q16236')"
"('Q9BYB0', 'P00519')"
"('P62854', 'P62263')"
"('P35998', 'P62979')"
"('P25205', 'P78396')"
"('O75165', 'P00533')"
"('P03897', 'P03891')"
"('P17612', 'P15311')"
"('Q71DI3', 'Q13111')"
"('P61218', 'Q9NX70')"
"('P02787', 'P05546')"
"('P20807', 'Q7Z6G3')"
"('Q13200', 'O75815')"
"('Q13137', 'Q9Y4E5')"
"('P25786', 'Q14164')"
"('P35637', 'O15264')"
"('Q16082', 'Q9UJY1')"
